Product_Name,month_idx,Actual_Min_Price_next,Predicted_Min_Price_next,Actual_Avg_Price_next,Predicted_Avg_Price_next,Actual_Max_Price_next,Predicted_Max_Price_next
Pumpkin,2,50.0,48.16,63.75,59.88,80.0,83.09
Pumpkin,3,50.0,48.61,55.0,56.96,60.0,63.49
Pumpkin,4,50.0,49.37,55.0,56.93,60.0,64.94
Pumpkin,5,50.0,53.44,55.0,54.72,60.0,60.5
Pumpkin,6,50.0,48.98,55.0,56.89,60.0,65.08
Pumpkin,7,50.0,53.25,55.0,56.34,60.0,64.23
Pumpkin,8,50.0,52.61,55.0,56.51,60.0,68.57
Pumpkin,9,30.0,54.42,54.13,63.16,60.0,69.57
Pumpkin_Green,1,60.0,68.78,65.0,74.26,70.0,89.93
Pumpkin_Green,2,50.0,56.13,66.25,63.52,80.0,79.99
Pumpkin_Green,3,50.0,52.38,69.74,70.59,100.0,98.29
Pumpkin_Green,4,70.0,63.91,86.84,84.66,120.0,108.56
Pumpkin_Green,5,70.0,67.44,80.0,80.02,90.0,89.12
Pumpkin_Green,6,30.0,32.2,57.29,53.68,90.0,88.46
Pumpkin_Green,7,30.0,28.91,45.56,46.03,60.0,65.53
Pumpkin_Green,8,30.0,29.37,60.45,45.95,70.0,55.36
Pumpkin_Green,9,40.0,37.61,52.39,61.8,70.0,71.86
Pumpkin_Leaf,1,30.0,40.73,48.69,43.17,70.0,61.13
Pumpkin_Leaf,2,60.0,51.8,86.88,78.61,100.0,90.82
Pumpkin_Leaf,3,60.0,56.16,71.43,64.92,100.0,92.09
Pumpkin_Leaf,6,60.0,99.29,70.0,99.29,80.0,104.11
Radish_Red,1,100.0,120.35,112.78,137.27,150.0,171.7
Radish_Red,2,80.0,85.93,124.06,129.87,150.0,143.35
Radish_Red,3,100.0,88.77,114.21,116.22,150.0,148.45
Radish_Red,4,100.0,99.85,110.0,110.03,120.0,123.35
Radish_Red,5,80.0,76.17,90.0,93.4,100.0,110.27
Radish_Red,6,60.0,63.05,91.14,86.06,120.0,106.38
Radish_Red,7,60.0,67.24,92.22,93.99,120.0,121.44
Radish_Red,8,80.0,55.21,90.0,80.28,100.0,122.18
Radish_Red,9,80.0,66.07,90.0,69.57,100.0,101.68
Radish_White,1,30.0,30.25,50.83,59.55,70.0,71.58
Radish_White,2,60.0,54.18,91.56,85.07,120.0,113.92
Radish_White,3,60.0,62.83,84.74,81.76,120.0,117.91
Radish_White,4,40.0,49.38,66.84,75.28,90.0,98.71
Radish_White,5,25.0,26.64,30.0,39.46,35.0,46.16
Radish_White,6,20.0,20.78,26.36,32.67,35.0,43.29
Radish_White,8,30.0,84.0,46.48,131.8,70.0,131.8
Radish_White,9,30.0,27.69,42.28,55.52,50.0,72.34
Rajma,1,280.0,229.07,290.0,260.75,300.0,299.69
Rajma,2,200.0,204.55,270.26,260.35,300.0,280.55
Rajma,3,200.0,204.76,218.42,225.52,280.0,283.47
Rajma,4,180.0,161.9,191.59,188.93,250.0,239.7
Rajma,5,100.0,103.88,172.57,170.1,200.0,197.3
Rajma,6,100.0,90.49,147.22,142.7,180.0,181.06
Rajma,7,100.0,98.95,135.83,141.42,150.0,144.8
Red_Grapes,1,260.0,269.37,295.0,371.14,500.0,526.15
Red_Grapes,2,400.0,384.44,450.0,441.26,500.0,505.76
Red_Grapes,3,400.0,393.08,450.0,449.12,500.0,499.94
Red_Grapes,4,300.0,311.45,446.11,433.99,500.0,500.92
Red_Grapes,5,300.0,328.84,442.63,435.91,500.0,493.22
Red_Grapes,6,400.0,381.24,450.0,463.18,500.0,514.95
Red_Grapes,7,400.0,396.76,450.0,454.78,500.0,505.37
Sajiwan,1,200.0,214.71,232.5,262.07,280.0,317.36
Sajiwan,2,250.0,243.97,265.0,259.69,280.0,291.93
Sajiwan,3,250.0,235.27,265.0,254.95,280.0,288.69
Sajiwan,4,250.0,247.7,274.42,279.29,300.0,303.79
Sajiwan,5,250.0,241.8,282.5,273.55,300.0,309.03
Sajiwan,6,250.0,248.93,282.5,279.75,300.0,304.45
Sajiwan,7,200.0,233.66,256.15,281.73,300.0,308.71
Sajiwan,8,200.0,248.99,250.0,286.93,300.0,336.59
Smooth_Gourd,1,20.0,25.3,54.66,53.59,120.0,118.04
Smooth_Gourd,2,100.0,95.2,125.94,119.3,180.0,175.72
Smooth_Gourd,3,100.0,100.08,127.11,127.56,160.0,159.57
Smooth_Gourd,4,130.0,117.72,145.53,141.57,160.0,160.34
Smooth_Gourd,5,130.0,118.35,145.68,143.56,160.0,157.06
Smooth_Gourd,6,100.0,103.0,146.57,145.75,180.0,181.48
Smooth_Gourd,7,100.0,103.52,141.39,145.32,180.0,182.8
Smooth_Gourd,8,80.0,98.6,128.86,136.88,180.0,186.28
Smooth_Gourd,9,40.0,95.9,78.26,103.85,140.0,164.2
Snake_Gourd,1,40.0,37.0,57.15,53.81,80.0,77.15
Snake_Gourd,2,50.0,54.1,62.19,70.04,100.0,110.75
Snake_Gourd,3,50.0,55.88,64.21,69.52,100.0,102.7
Snake_Gourd,4,60.0,58.01,80.0,73.98,100.0,94.92
Soya_Bean_Green,1,180.0,164.89,212.61,211.23,250.0,256.93
Soya_Bean_Green,2,100.0,132.32,143.75,172.41,200.0,225.84
Soya_Bean_Green,3,100.0,117.96,125.0,151.69,150.0,180.28
Spinach_Leaf,1,60.0,70.54,74.65,96.87,140.0,171.62
Spinach_Leaf,2,120.0,109.94,173.75,154.76,200.0,195.41
Spinach_Leaf,3,100.0,99.86,113.68,128.13,200.0,202.61
Spinach_Leaf,4,80.0,78.6,107.89,115.6,120.0,150.71
Spinach_Leaf,5,60.0,61.08,77.5,72.15,100.0,91.1
Spinach_Leaf,6,20.0,26.75,49.57,53.9,70.0,68.29
Spinach_Leaf,7,20.0,22.53,40.56,55.21,60.0,62.99
Spinach_Leaf,8,20.0,42.71,47.5,64.63,60.0,86.57
Spinach_Leaf,9,50.0,32.9,60.87,55.44,80.0,55.53
Sponge_Gourd,1,80.0,97.99,86.12,137.25,100.0,137.25
Sponge_Gourd,2,80.0,75.04,85.0,86.59,90.0,92.44
Sponge_Gourd,3,60.0,49.55,85.53,81.28,100.0,99.64
Squash,1,25.0,27.26,36.32,55.77,60.0,69.81
Squash,2,60.0,64.35,133.75,111.94,200.0,151.23
Squash,3,150.0,152.28,175.0,195.39,200.0,230.37
Squash,4,70.0,76.75,86.0,92.59,120.0,128.68
Squash,5,70.0,68.88,80.0,82.64,90.0,93.09
Squash,6,20.0,29.47,53.5,58.12,90.0,105.03
Squash,7,20.0,23.92,38.19,39.83,60.0,62.29
Squash,8,20.0,29.29,60.91,48.29,80.0,57.74
Squash,9,25.0,34.57,37.93,58.45,70.0,91.97
Strawberry,1,700.0,283.03,700.0,327.29,700.0,365.09
Strawberry,2,500.0,418.65,589.71,503.14,700.0,603.33
Strawberry,3,500.0,454.55,550.0,531.61,600.0,599.66
Strawberry,4,500.0,452.63,550.0,520.43,600.0,582.74
Strawberry,5,500.0,452.63,550.0,515.75,600.0,586.21
Sugarcane,1,160.0,170.18,190.0,195.32,220.0,220.77
Sugarcane,2,160.0,166.25,165.0,192.53,170.0,204.43
Sugarcane,3,160.0,170.47,165.0,170.47,170.0,171.21
Sugarcane,4,160.0,165.27,165.0,173.72,170.0,179.04
Sugarcane,5,160.0,159.15,165.0,174.93,170.0,179.18
Sugarcane,6,160.0,166.05,165.0,168.86,170.0,175.51
Sugarcane,7,160.0,159.39,165.0,164.06,170.0,171.16
Sugarcane,8,160.0,150.4,165.0,161.54,170.0,179.71
Sugarcane,9,160.0,150.28,165.0,162.5,170.0,182.22
Sweet_Pepper,1,80.0,92.68,139.17,147.69,200.0,223.56
Sweet_Pepper,2,130.0,137.97,157.5,161.69,250.0,232.8
Sweet_Pepper,3,130.0,138.61,174.47,182.63,230.0,224.01
Sweet_Pepper,4,130.0,126.16,147.89,145.94,180.0,188.19
Sweet_Pepper,5,100.0,105.92,132.05,135.43,150.0,156.58
Sweet_Pepper,6,100.0,98.45,115.0,116.41,130.0,130.67
Sweet_Pepper,7,100.0,100.35,115.0,119.14,130.0,126.25
Sweet_Pepper,8,100.0,105.69,120.68,112.81,150.0,130.76
Sweet_Pepper,9,100.0,105.64,124.78,123.95,150.0,140.01
Sweet_Potato,1,100.0,103.45,117.37,123.32,140.0,144.05
Sweet_Potato,2,100.0,90.65,110.0,107.65,120.0,121.93
Sweet_Potato,3,100.0,104.89,110.0,115.08,120.0,124.88
Sweet_Potato,4,100.0,96.72,103.71,99.61,120.0,120.49
Sweet_Potato,5,100.0,103.48,110.0,111.19,120.0,121.3
Sweet_Potato,6,100.0,93.31,110.0,109.22,120.0,110.77
Sweet_Potato,7,25.0,56.91,30.0,56.91,35.0,72.3
Sword_Bean,1,130.0,145.29,145.0,160.83,160.0,176.43
Sword_Bean,2,100.0,103.86,132.73,121.19,160.0,148.64
Sword_Bean,3,100.0,103.48,134.29,138.72,150.0,155.51
Sword_Bean,4,130.0,120.17,140.0,144.63,150.0,154.75
Sword_Bean,5,60.0,79.1,107.27,117.95,150.0,154.7
Sword_Bean,6,140.0,128.57,150.0,135.25,160.0,153.83
Tomato_Big,1,65.0,88.12,84.06,104.03,110.0,106.93
Tomato_Big,2,50.0,58.12,67.63,77.08,80.0,86.73
Tomato_Big,3,50.0,50.7,68.43,61.67,110.0,92.72
Tomato_Big,4,60.0,54.1,65.0,64.14,70.0,71.01
Tomato_Big,5,60.0,52.83,75.68,68.59,100.0,80.78
Tomato_Big,6,60.0,51.54,68.7,57.62,80.0,73.98
Tomato_Small,1,34.0,36.73,69.65,74.69,104.0,112.49
Tomato_Small,2,57.0,53.59,83.18,93.09,113.0,135.19
Tomato_Small,3,35.0,43.33,61.97,66.42,96.0,97.86
Tomato_Small,4,57.0,46.85,91.55,79.16,122.0,110.52
Tomato_Small,5,70.0,55.98,98.36,79.72,130.0,110.78
Tomato_Small,6,35.0,40.49,54.01,67.56,104.0,112.01
Tomato_Small,7,35.0,31.73,51.14,50.96,78.0,77.08
Tomato_Small,8,26.0,31.21,68.5,46.23,130.0,60.42
Tomato_Small,9,26.0,40.8,69.39,76.89,117.0,104.81
Turnip,1,100.0,101.75,110.0,137.98,120.0,151.01
Turnip,2,100.0,106.66,110.0,109.22,120.0,133.69
Turnip,3,100.0,101.99,110.0,118.56,120.0,136.71
Turnip,4,100.0,104.75,110.0,115.27,120.0,126.18
Turnip,5,100.0,95.62,110.0,118.8,120.0,121.75
Turnip,6,100.0,101.57,110.0,114.33,120.0,125.48
Turnip,7,100.0,100.72,110.0,112.74,120.0,120.1
Turnip,8,100.0,86.76,110.0,98.34,120.0,120.29
Watermelon,1,30.0,42.98,58.47,63.1,80.0,77.25
Watermelon,2,70.0,76.36,75.0,83.61,80.0,101.0
Watermelon,3,60.0,61.02,72.37,70.06,80.0,76.84
Watermelon,4,60.0,61.94,67.11,67.03,80.0,78.5
Watermelon,5,70.0,67.68,75.0,75.59,80.0,81.25
Watermelon,6,70.0,71.77,75.0,77.31,80.0,80.97
Watermelon,7,70.0,67.33,75.0,72.24,80.0,77.35
Watermelon,8,40.0,69.57,53.18,80.1,80.0,82.35
Watermelon,9,35.0,49.81,41.63,64.6,50.0,88.78
Yam,6,100.0,104.91,110.0,118.49,120.0,122.42
Yam,7,100.0,88.17,110.0,111.82,120.0,118.1
